"lsoa21_code","analysis","official_rank","official_decile","rank_p05","rank_median","rank_p95","rank_p90_interval_width","same_decile_probability","probability_most_deprived_10pct","probability_most_deprived_20pct"
"E01017948","Weights +/-25%; exponential constant 15-35",4570,2,4347,4562,4779.3,432.3,1,0,1
"E01017949","Weights +/-25%; exponential constant 15-35",19315,6,18445.85,19278.5,20115.15,1669.3,0.978,0,0
"E01017950","Weights +/-25%; exponential constant 15-35",26869,8,24964.55,27252.5,29049.4,4084.85,0.438,0,0
"E01017951","Weights +/-25%; exponential constant 15-35",18902,6,18093.8,18822,19585,1491.2,1,0,0
"E01017952","Weights +/-25%; exponential constant 15-35",12394,4,11856.85,12382.5,12987.65,1130.8,0.999,0,0
"E01017953","Weights +/-25%; exponential constant 15-35",16007,5,15385.9,15971.5,16578.1,1192.2,0.995,0,0
"E01017954","Weights +/-25%; exponential constant 15-35",17965,6,17183.6,17907.5,18761.3,1577.7,0.99,0,0
"E01017955","Weights +/-25%; exponential constant 15-35",33451,10,33365,33447.5,33500,135,1,0,0
"E01017959","Weights +/-25%; exponential constant 15-35",31853,10,31596,31851,32084.05,488.049999999999,1,0,0
"E01017960","Weights +/-25%; exponential constant 15-35",14975,5,14240,14935,15666.3,1426.3,1,0,0
"E01017961","Weights +/-25%; exponential constant 15-35",17495,6,16762.75,17461.5,18280,1517.25,0.905,0,0
"E01017962","Weights +/-25%; exponential constant 15-35",23154,7,22348.95,23135.5,23904.15,1555.2,0.846,0,0
"E01017963","Weights +/-25%; exponential constant 15-35",21086,7,20286,21024,21824.1,1538.1,0.955,0,0
"E01017964","Weights +/-25%; exponential constant 15-35",33145,10,33001,33142,33233.05,232.050000000003,1,0,0
"E01017965","Weights +/-25%; exponential constant 15-35",24258,8,23578.9,24216.5,24787.3,1208.4,0.938,0,0
"E01017967","Weights +/-25%; exponential constant 15-35",17674,6,17002.7,17615,18338.05,1335.35,0.98,0,0
"E01017968","Weights +/-25%; exponential constant 15-35",30584,10,30049,30587,31094.25,1045.25,0.724,0,0
"E01017969","Weights +/-25%; exponential constant 15-35",27083,9,26597,27030,27462.3,865.299999999999,0.521,0,0
"E01017971","Weights +/-25%; exponential constant 15-35",11275,4,10830,11241.5,11742.2,912.200000000001,1,0,0
"E01017972","Weights +/-25%; exponential constant 15-35",17937,6,17164.4,17880.5,18732,1567.6,0.993,0,0
"E01017973","Weights +/-25%; exponential constant 15-35",12605,4,12058,12555,13137,1079,0.997,0,0
"E01017974","Weights +/-25%; exponential constant 15-35",14244,5,13695,14202.5,14761,1066,0.997,0,0
"E01017975","Weights +/-25%; exponential constant 15-35",12892,4,12367.85,12851,13402,1034.15,0.971,0,0
"E01017976","Weights +/-25%; exponential constant 15-35",22833,7,22171.5,22797.5,23465,1293.5,0.985,0,0
"E01017977","Weights +/-25%; exponential constant 15-35",8336,3,7840.95,8355.5,8940.15,1099.2,1,0,0
"E01017978","Weights +/-25%; exponential constant 15-35",8331,3,7970.85,8325.5,8758.05,787.200000000001,1,0,0
"E01017979","Weights +/-25%; exponential constant 15-35",7760,3,7468,7746,8069.3,601.299999999999,1,0,0
"E01017980","Weights +/-25%; exponential constant 15-35",24335,8,23876.95,24266,24637.65,760.700000000001,0.997,0,0
"E01017983","Weights +/-25%; exponential constant 15-35",28606,9,27563.35,28647.5,29622.1,2058.75,0.994,0,0
"E01017985","Weights +/-25%; exponential constant 15-35",30036,9,29188.9,30097,30923,1734.1,0.691,0,0
"E01017987","Weights +/-25%; exponential constant 15-35",25915,8,24840.45,25974,27008.15,2167.7,0.948,0,0
"E01017988","Weights +/-25%; exponential constant 15-35",24662,8,22551.4,25012,27234.65,4683.25,0.749,0,0
"E01017989","Weights +/-25%; exponential constant 15-35",24180,8,23282.7,24190.5,25070.05,1787.35,0.837,0,0
"E01017990","Weights +/-25%; exponential constant 15-35",26127,8,25272.95,26136,27043.25,1770.3,0.943,0,0
"E01017991","Weights +/-25%; exponential constant 15-35",17880,6,17142.7,17916,18713.05,1570.35,0.987,0,0
"E01017992","Weights +/-25%; exponential constant 15-35",25477,8,24951.9,25445.5,26012.1,1060.2,1,0,0
"E01017994","Weights +/-25%; exponential constant 15-35",22640,7,21778.9,22594,23412.85,1633.95,0.981,0,0
"E01017995","Weights +/-25%; exponential constant 15-35",33626,10,33595,33624,33648,53,1,0,0
"E01017996","Weights +/-25%; exponential constant 15-35",31632,10,30841.75,31659,32353.1,1511.35,0.995,0,0
"E01017997","Weights +/-25%; exponential constant 15-35",23305,7,22653.45,23263,23877.05,1223.6,0.811,0,0
"E01017998","Weights +/-25%; exponential constant 15-35",28045,9,27089.95,28130,29027.15,1937.2,0.958,0,0
"E01017999","Weights +/-25%; exponential constant 15-35",19323,6,18696.95,19259,19782.3,1085.35,1,0,0
"E01018000","Weights +/-25%; exponential constant 15-35",27441,9,26514.8,27475,28399.45,1884.64999999999,0.778,0,0
"E01018001","Weights +/-25%; exponential constant 15-35",29604,9,28869.75,29648.5,30414.15,1544.4,0.937,0,0
"E01018005","Weights +/-25%; exponential constant 15-35",19027,6,18079.95,19098,20127.95,2048,0.968,0,0
"E01018006","Weights +/-25%; exponential constant 15-35",29577,9,28890.9,29609,30292,1401.1,0.974,0,0
"E01018007","Weights +/-25%; exponential constant 15-35",32167,10,31710.95,32190,32609,898.049999999999,1,0,0
"E01018008","Weights +/-25%; exponential constant 15-35",27818,9,26623.8,27935,29074.3,2450.5,0.881,0,0
"E01018009","Weights +/-25%; exponential constant 15-35",15058,5,14419,15046,15662.05,1243.05,1,0,0
"E01018010","Weights +/-25%; exponential constant 15-35",30632,10,29942.5,30643,31255.05,1312.55,0.731,0,0
"E01018011","Weights +/-25%; exponential constant 15-35",24674,8,23899,24690,25463.05,1564.05,0.992,0,0
"E01018012","Weights +/-25%; exponential constant 15-35",26612,8,26091.65,26574.5,27133.45,1041.8,0.895,0,0
"E01018013","Weights +/-25%; exponential constant 15-35",29973,9,29550.95,29951.5,30349,798.049999999999,0.968,0,0
"E01018014","Weights +/-25%; exponential constant 15-35",28632,9,28221,28587.5,28926.15,705.149999999998,1,0,0
"E01018015","Weights +/-25%; exponential constant 15-35",30764,10,30261.7,30761,31216.05,954.349999999999,0.887,0,0
"E01018016","Weights +/-25%; exponential constant 15-35",17185,6,16490,17127.5,17793.3,1303.3,0.727,0,0
"E01018017","Weights +/-25%; exponential constant 15-35",17466,6,16564.85,17547,18451.65,1886.8,0.847,0,0
"E01018019","Weights +/-25%; exponential constant 15-35",33059,10,32907,33050,33168.05,261.050000000003,1,0,0
"E01018020","Weights +/-25%; exponential constant 15-35",21200,7,19301.95,21487.5,23458.1,4156.15,0.774,0,0
"E01018021","Weights +/-25%; exponential constant 15-35",21294,7,20680.8,21256.5,21917.25,1236.45,0.999,0,0
"E01018022","Weights +/-25%; exponential constant 15-35",19515,6,18132.75,19687,21108.1,2975.35,0.719,0,0
"E01018023","Weights +/-25%; exponential constant 15-35",21038,7,19816.75,21158.5,22430.05,2613.3,0.861,0,0
"E01018024","Weights +/-25%; exponential constant 15-35",18026,6,17387.7,18001.5,18646,1258.3,1,0,0
"E01018025","Weights +/-25%; exponential constant 15-35",22271,7,21507.55,22280,23173,1665.45,1,0,0
"E01018026","Weights +/-25%; exponential constant 15-35",29640,9,29150.85,29662.5,30127.2,976.349999999999,1,0,0
"E01018027","Weights +/-25%; exponential constant 15-35",32038,10,31791.9,32023.5,32251.05,459.150000000001,1,0,0
"E01018032","Weights +/-25%; exponential constant 15-35",30855,10,30494.9,30839,31140,645.099999999999,0.993,0,0
"E01018033","Weights +/-25%; exponential constant 15-35",19825,6,18935.9,19769,20575.05,1639.15,0.829,0,0
"E01018034","Weights +/-25%; exponential constant 15-35",25005,8,24366.85,24960.5,25577.3,1210.45,1,0,0
"E01018035","Weights +/-25%; exponential constant 15-35",16982,6,16353.85,16941.5,17565.1,1211.25,0.562,0,0
"E01018036","Weights +/-25%; exponential constant 15-35",15808,5,15030.8,15811,16611.2,1580.4,0.99,0,0
"E01018037","Weights +/-25%; exponential constant 15-35",23812,8,22918.9,23821.5,24694.1,1775.2,0.632,0,0
"E01018038","Weights +/-25%; exponential constant 15-35",24051,8,23213.9,24008.5,24887.2,1673.3,0.776,0,0
"E01018039","Weights +/-25%; exponential constant 15-35",21375,7,20773.6,21324.5,21949,1175.4,1,0,0
"E01018040","Weights +/-25%; exponential constant 15-35",27984,9,26779.85,28076,29256.15,2476.3,0.904,0,0
"E01018041","Weights +/-25%; exponential constant 15-35",13953,5,13136.85,14011.5,14817.05,1680.2,0.822,0,0
"E01018042","Weights +/-25%; exponential constant 15-35",14597,5,14026.85,14550.5,15108,1081.15,1,0,0
"E01018043","Weights +/-25%; exponential constant 15-35",22250,7,21721.95,22205.5,22669.1,947.150000000001,1,0,0
"E01018044","Weights +/-25%; exponential constant 15-35",16048,5,15615.8,16001,16375.1,759.299999999999,1,0,0
"E01018045","Weights +/-25%; exponential constant 15-35",19401,6,18699,19344.5,19919.1,1220.1,0.999,0,0
"E01018047","Weights +/-25%; exponential constant 15-35",19010,6,18445.6,18948,19433.2,987.599999999999,1,0,0
"E01018049","Weights +/-25%; exponential constant 15-35",21899,7,21541,21863,22199.05,658.050000000003,1,0,0
"E01018050","Weights +/-25%; exponential constant 15-35",19629,6,18798,19544,20315.2,1517.2,0.93,0,0
"E01018051","Weights +/-25%; exponential constant 15-35",20951,7,20198.75,20901,21609.15,1410.4,0.93,0,0
"E01018052","Weights +/-25%; exponential constant 15-35",14650,5,14231.65,14595.5,14991.15,759.5,1,0,0
"E01018053","Weights +/-25%; exponential constant 15-35",11432,4,10626.95,11462.5,12317,1690.05,0.999,0,0
"E01018054","Weights +/-25%; exponential constant 15-35",20406,7,19457.7,20451.5,21303.7,1846,0.619,0,0
"E01018055","Weights +/-25%; exponential constant 15-35",27784,9,26811.7,27819.5,28716.05,1904.35,0.905,0,0
"E01018056","Weights +/-25%; exponential constant 15-35",15224,5,14371.55,15247,16157.15,1785.6,1,0,0
"E01018057","Weights +/-25%; exponential constant 15-35",21192,7,20345.25,21205,22075.25,1730,0.963,0,0
"E01018058","Weights +/-25%; exponential constant 15-35",20447,7,19331.85,20402.5,21448.1,2116.25,0.593,0,0
"E01018059","Weights +/-25%; exponential constant 15-35",16062,5,15280.7,16127.5,16947.2,1666.5,0.936,0,0
"E01018060","Weights +/-25%; exponential constant 15-35",11888,4,10019.4,12129,13710.4,3691,0.86,0,0
"E01018061","Weights +/-25%; exponential constant 15-35",14544,5,13827.85,14548,15193.15,1365.3,0.996,0,0
"E01018062","Weights +/-25%; exponential constant 15-35",14539,5,13864.8,14503,15179.1,1314.3,1,0,0
"E01018063","Weights +/-25%; exponential constant 15-35",5588,2,5172,5634.5,6101.1,929.1,1,0,1
"E01018064","Weights +/-25%; exponential constant 15-35",20555,7,19801.95,20469,21149.2,1347.25,0.687,0,0
"E01018065","Weights +/-25%; exponential constant 15-35",19612,6,18865.6,19557.5,20204.1,1338.5,0.961,0,0
"E01018066","Weights +/-25%; exponential constant 15-35",7743,3,7248.9,7757.5,8295,1046.1,1,0,0
"E01018067","Weights +/-25%; exponential constant 15-35",13784,5,13168.7,13756.5,14321.2,1152.5,0.764,0,0
"E01018068","Weights +/-25%; exponential constant 15-35",5751,2,4912,5821,6662.75,1750.75,0.962,0,0.962
"E01018069","Weights +/-25%; exponential constant 15-35",17231,6,16391,17182,18109.25,1718.25,0.722,0,0
"E01018070","Weights +/-25%; exponential constant 15-35",5756,2,5363.95,5786.5,6222.1,858.15,1,0,1
"E01018071","Weights +/-25%; exponential constant 15-35",7001,3,6659,6999,7388.1,729.1,0.867,0,0.133
"E01018072","Weights +/-25%; exponential constant 15-35",11750,4,11192.65,11736.5,12308.1,1115.45,1,0,0
"E01018073","Weights +/-25%; exponential constant 15-35",9037,3,8414.85,9086,9799.2,1384.35,0.996,0,0
"E01018074","Weights +/-25%; exponential constant 15-35",19359,6,18538.95,19311,20019.55,1480.6,0.988,0,0
"E01018075","Weights +/-25%; exponential constant 15-35",5592,2,5248.95,5603,5980.1,731.15,1,0,1
"E01018076","Weights +/-25%; exponential constant 15-35",12785,4,12143.9,12815.5,13510.05,1366.15,0.947,0,0
"E01018077","Weights +/-25%; exponential constant 15-35",9566,3,9204,9530.5,9910.05,706.050000000001,0.996,0,0
"E01018078","Weights +/-25%; exponential constant 15-35",2664,1,2429.9,2688,2986.05,556.15,1,1,1
"E01018079","Weights +/-25%; exponential constant 15-35",12044,4,11393.5,11988.5,12625.25,1231.75,1,0,0
"E01018080","Weights +/-25%; exponential constant 15-35",13662,5,12979.8,13662.5,14385.3,1405.5,0.632,0,0
"E01018081","Weights +/-25%; exponential constant 15-35",11029,4,10287.9,11047,11795.1,1507.2,0.982,0,0
"E01018082","Weights +/-25%; exponential constant 15-35",16142,5,15620.95,16080,16545.3,924.349999999999,1,0,0
"E01018083","Weights +/-25%; exponential constant 15-35",10804,4,10304.95,10788.5,11291.25,986.299999999999,0.991,0,0
"E01018084","Weights +/-25%; exponential constant 15-35",14579,5,13945.9,14545.5,15176.3,1230.4,0.999,0,0
"E01018085","Weights +/-25%; exponential constant 15-35",21204,7,20432.85,21178,21911.1,1478.25,0.982,0,0
"E01018086","Weights +/-25%; exponential constant 15-35",7240,3,6780.95,7227.5,7644.1,863.15,0.961,0,0.039
"E01018087","Weights +/-25%; exponential constant 15-35",10584,4,10162.8,10577,11030,867.199999999999,0.966,0,0
"E01018088","Weights +/-25%; exponential constant 15-35",17682,6,16884.85,17661.5,18478.45,1593.6,0.951,0,0
"E01018090","Weights +/-25%; exponential constant 15-35",8012,3,7227.9,8101,8940,1712.1,0.998,0,0.002
"E01018091","Weights +/-25%; exponential constant 15-35",7711,3,6603,7828,8791.8,2188.8,0.929,0,0.071
"E01018092","Weights +/-25%; exponential constant 15-35",7236,3,6651,7264,7833,1182,0.901,0,0.099
"E01018093","Weights +/-25%; exponential constant 15-35",8731,3,8317.9,8682,9007.2,689.299999999999,1,0,0
"E01018094","Weights +/-25%; exponential constant 15-35",8533,3,8021.8,8563,9102.1,1080.3,1,0,0
"E01018095","Weights +/-25%; exponential constant 15-35",9869,3,8899.95,9979.5,10980.45,2080.5,0.573,0,0
"E01018096","Weights +/-25%; exponential constant 15-35",15248,5,14656.8,15190,15762,1105.2,1,0,0
"E01018097","Weights +/-25%; exponential constant 15-35",7078,3,6183.45,7171,7976.8,1793.35,0.747,0,0.253
"E01018098","Weights +/-25%; exponential constant 15-35",20473,7,19704.95,20397,21074.2,1369.25,0.634,0,0
"E01018099","Weights +/-25%; exponential constant 15-35",18986,6,18287.85,18917,19568.2,1280.35,1,0,0
"E01018100","Weights +/-25%; exponential constant 15-35",13094,4,12727,13063.5,13484.2,757.200000000001,0.957,0,0
"E01018101","Weights +/-25%; exponential constant 15-35",15332,5,14856.95,15282,15694.05,837.100000000002,1,0,0
"E01018103","Weights +/-25%; exponential constant 15-35",2120,1,1700.85,2128,2459.1,758.25,1,1,1
"E01018104","Weights +/-25%; exponential constant 15-35",11745,4,11058.85,11749.5,12511.1,1452.25,1,0,0
"E01018105","Weights +/-25%; exponential constant 15-35",14734,5,14237.8,14670,15161.05,923.250000000002,1,0,0
"E01018106","Weights +/-25%; exponential constant 15-35",18998,6,18174,18941.5,19758.6,1584.6,0.998,0,0
"E01018107","Weights +/-25%; exponential constant 15-35",2086,1,1625.9,2140.5,2508.05,882.15,1,1,1
"E01018108","Weights +/-25%; exponential constant 15-35",3318,1,2588.8,3422.5,3956.2,1367.4,0.455,0.455,1
"E01018109","Weights +/-25%; exponential constant 15-35",8501,3,7924.8,8554.5,9245.15,1320.35,1,0,0
"E01018110","Weights +/-25%; exponential constant 15-35",21248,7,20614.5,21205,21814.05,1199.55,0.998,0,0
"E01018111","Weights +/-25%; exponential constant 15-35",16253,5,15591.85,16203,16773.05,1181.2,0.979,0,0
"E01018113","Weights +/-25%; exponential constant 15-35",27673,9,26970.7,27654,28321.25,1350.55,0.937,0,0
"E01018115","Weights +/-25%; exponential constant 15-35",22718,7,21273.8,22877.5,24490.2,3216.4,0.772,0,0
"E01018116","Weights +/-25%; exponential constant 15-35",22719,7,22008.7,22657,23306.45,1297.75,0.99,0,0
"E01018117","Weights +/-25%; exponential constant 15-35",21685,7,21178.85,21643,22094.05,915.199999999997,1,0,0
"E01018118","Weights +/-25%; exponential constant 15-35",27109,9,26553.65,27051,27580.1,1026.45,0.564,0,0
"E01018119","Weights +/-25%; exponential constant 15-35",25854,8,25200.9,25818,26449.2,1248.3,1,0,0
"E01018120","Weights +/-25%; exponential constant 15-35",23693,8,23185.85,23623,24152.05,966.200000000004,0.494,0,0
"E01018121","Weights +/-25%; exponential constant 15-35",29471,9,28861.8,29474,30090,1228.2,0.997,0,0
"E01018122","Weights +/-25%; exponential constant 15-35",26154,8,25357.85,26166,27010.3,1652.45,0.948,0,0
"E01018123","Weights +/-25%; exponential constant 15-35",25702,8,24807.95,25732.5,26548.1,1740.15,0.999,0,0
"E01018124","Weights +/-25%; exponential constant 15-35",26224,8,25450,26233,26992.2,1542.2,0.951,0,0
"E01018125","Weights +/-25%; exponential constant 15-35",22093,7,20755.45,22279.5,23719.3,2963.85,0.923,0,0
"E01018126","Weights +/-25%; exponential constant 15-35",22847,7,21235.05,23105,24821.5,3586.45,0.66,0,0
"E01018127","Weights +/-25%; exponential constant 15-35",22458,7,21361.35,22497.5,23587.05,2225.7,0.958,0,0
"E01018128","Weights +/-25%; exponential constant 15-35",18777,6,17630.9,18889.5,20148.1,2517.2,0.956,0,0
"E01018129","Weights +/-25%; exponential constant 15-35",24595,8,24162.9,24534.5,24901,738.100000000002,1,0,0
"E01018130","Weights +/-25%; exponential constant 15-35",28178,9,27555.95,28144.5,28705.25,1149.3,1,0,0
"E01018131","Weights +/-25%; exponential constant 15-35",16619,5,15913,16546.5,17233.05,1320.05,0.758,0,0
"E01018133","Weights +/-25%; exponential constant 15-35",27679,9,27071.8,27645.5,28173.15,1101.35,0.963,0,0
"E01018134","Weights +/-25%; exponential constant 15-35",30099,9,29683,30058,30432.1,749.099999999999,0.908,0,0
"E01018136","Weights +/-25%; exponential constant 15-35",24487,8,23292.55,24613,25912,2619.45,0.875,0,0
"E01018137","Weights +/-25%; exponential constant 15-35",25235,8,24401.7,25240,26099.2,1697.5,1,0,0
"E01018138","Weights +/-25%; exponential constant 15-35",18372,6,17674.9,18343,19045.15,1370.25,1,0,0
"E01018139","Weights +/-25%; exponential constant 15-35",17360,6,16585.45,17318,18091.05,1505.6,0.826,0,0
"E01018140","Weights +/-25%; exponential constant 15-35",25468,8,24658,25446,26323,1665,1,0,0
"E01018141","Weights +/-25%; exponential constant 15-35",33063,10,32941.95,33059,33150.05,208.099999999999,1,0,0
"E01018142","Weights +/-25%; exponential constant 15-35",19454,6,18555.6,19391,20255.2,1699.6,0.949,0,0
"E01018143","Weights +/-25%; exponential constant 15-35",11226,4,10688.95,11219,11882.05,1193.1,1,0,0
"E01018144","Weights +/-25%; exponential constant 15-35",8316,3,7850.95,8325.5,8908.05,1057.1,1,0,0
"E01018145","Weights +/-25%; exponential constant 15-35",10162,4,9427.95,10243.5,11183.05,1755.1,0.575,0,0
"E01018146","Weights +/-25%; exponential constant 15-35",13865,5,13209.9,13838,14526.1,1316.2,0.786,0,0
"E01018147","Weights +/-25%; exponential constant 15-35",12651,4,11944.95,12652,13499.25,1554.3,0.95,0,0
"E01018148","Weights +/-25%; exponential constant 15-35",28665,9,28122.95,28636,29138.1,1015.15000000001,1,0,0
"E01018149","Weights +/-25%; exponential constant 15-35",33377,10,33284.95,33368,33446,161.050000000003,1,0,0
"E01018150","Weights +/-25%; exponential constant 15-35",21707,7,21008,21657.5,22346.4,1338.4,1,0,0
"E01018152","Weights +/-25%; exponential constant 15-35",25148,8,24000.7,25262.5,26478.35,2477.65,0.982,0,0
"E01018153","Weights +/-25%; exponential constant 15-35",24128,8,23050.75,24171,25274.4,2223.65,0.785,0,0
"E01018154","Weights +/-25%; exponential constant 15-35",27280,9,26689,27232.5,27772.15,1083.15,0.763,0,0
"E01018155","Weights +/-25%; exponential constant 15-35",31408,10,31035.85,31393.5,31656.05,620.200000000001,1,0,0
"E01018156","Weights +/-25%; exponential constant 15-35",25636,8,25150.7,25604,26062.15,911.450000000001,1,0,0
"E01018157","Weights +/-25%; exponential constant 15-35",15174,5,14007.6,15307,16548.1,2540.5,0.977,0,0
"E01018158","Weights +/-25%; exponential constant 15-35",13373,4,13008.95,13319,13670,661.049999999999,0.777,0,0
"E01018159","Weights +/-25%; exponential constant 15-35",23690,8,22764.7,23627.5,24509.25,1744.55,0.499,0,0
"E01018160","Weights +/-25%; exponential constant 15-35",9258,3,8848.9,9250.5,9678.25,829.35,0.999,0,0
"E01018161","Weights +/-25%; exponential constant 15-35",30610,10,30116.85,30581,31033.05,916.200000000001,0.739,0,0
"E01018162","Weights +/-25%; exponential constant 15-35",30580,10,30220.9,30555,30844.05,623.150000000001,0.794,0,0
"E01018163","Weights +/-25%; exponential constant 15-35",20049,6,19199,19973,20707,1508,0.718,0,0
"E01018164","Weights +/-25%; exponential constant 15-35",28588,9,28194,28548,28852.2,658.199999999997,1,0,0
"E01018165","Weights +/-25%; exponential constant 15-35",25490,8,24771.7,25473.5,26210.2,1438.5,1,0,0
"E01018166","Weights +/-25%; exponential constant 15-35",24506,8,23965.95,24479,24960.05,994.099999999999,0.999,0,0
"E01018167","Weights +/-25%; exponential constant 15-35",32348,10,32231,32347,32456.1,225.099999999999,1,0,0
"E01018168","Weights +/-25%; exponential constant 15-35",20741,7,20147.85,20696,21209.2,1061.35,0.896,0,0
"E01018169","Weights +/-25%; exponential constant 15-35",20608,7,19746.8,20523.5,21279.15,1532.35,0.702,0,0
"E01018170","Weights +/-25%; exponential constant 15-35",26417,8,25853,26392.5,26912.05,1059.05,0.982,0,0
"E01018171","Weights +/-25%; exponential constant 15-35",29040,9,28658,29017.5,29360.1,702.099999999999,1,0,0
"E01018172","Weights +/-25%; exponential constant 15-35",30384,10,30033.9,30381,30686.25,652.349999999999,0.504,0,0
"E01018173","Weights +/-25%; exponential constant 15-35",31269,10,30892.95,31244.5,31536.05,643.099999999999,1,0,0
"E01018174","Weights +/-25%; exponential constant 15-35",29472,9,29072.9,29459,29825.05,752.149999999998,1,0,0
"E01018175","Weights +/-25%; exponential constant 15-35",33144,10,33001.95,33135,33235.05,233.099999999999,1,0,0
"E01018176","Weights +/-25%; exponential constant 15-35",33441,10,33375.95,33436,33484,108.050000000003,1,0,0
"E01018177","Weights +/-25%; exponential constant 15-35",29629,9,29199,29615.5,30066.05,867.050000000003,1,0,0
"E01018178","Weights +/-25%; exponential constant 15-35",29446,9,29060.9,29442,29798,737.099999999999,1,0,0
"E01018179","Weights +/-25%; exponential constant 15-35",14220,5,13490.8,14187,14951.15,1460.35,0.944,0,0
"E01018180","Weights +/-25%; exponential constant 15-35",8326,3,7943,8309.5,8713.25,770.25,1,0,0
"E01018182","Weights +/-25%; exponential constant 15-35",22384,7,21528,22331.5,23193.25,1665.25,0.995,0,0
"E01018183","Weights +/-25%; exponential constant 15-35",14401,5,13583.65,14374,15290.4,1706.75,0.969,0,0
"E01018184","Weights +/-25%; exponential constant 15-35",12129,4,11461,12108,12865.15,1404.15,0.999,0,0
"E01018185","Weights +/-25%; exponential constant 15-35",20142,6,19316.4,20104.5,20824.35,1507.95,0.634,0,0
"E01018186","Weights +/-25%; exponential constant 15-35",21107,7,20233.65,21076.5,21889,1655.35,0.947,0,0
"E01018187","Weights +/-25%; exponential constant 15-35",15795,5,15112.4,15751.5,16479,1366.6,0.997,0,0
"E01018188","Weights +/-25%; exponential constant 15-35",24736,8,24084.95,24710,25300.1,1215.15,1,0,0
"E01018189","Weights +/-25%; exponential constant 15-35",33662,10,33633,33657,33676.05,43.0500000000029,1,0,0
"E01018190","Weights +/-25%; exponential constant 15-35",18768,6,17806.9,18738,19710.85,1903.95,0.996,0,0
"E01018191","Weights +/-25%; exponential constant 15-35",29152,9,28628.95,29120.5,29581,952.049999999999,1,0,0
"E01018192","Weights +/-25%; exponential constant 15-35",19096,6,18403.95,19015.5,19712.1,1308.15,1,0,0
"E01018193","Weights +/-25%; exponential constant 15-35",30499,10,30129.95,30480.5,30793,663.049999999999,0.657,0,0
"E01018194","Weights +/-25%; exponential constant 15-35",25364,8,24818.9,25349,25861.05,1042.15,1,0,0
"E01018195","Weights +/-25%; exponential constant 15-35",16206,5,15526.9,16135.5,16822.05,1295.15,0.967,0,0
"E01018196","Weights +/-25%; exponential constant 15-35",22195,7,21025.85,22345,23569.2,2543.35,0.957,0,0
"E01018197","Weights +/-25%; exponential constant 15-35",20139,6,19320.85,20091.5,20888,1567.15,0.623,0,0
"E01018198","Weights +/-25%; exponential constant 15-35",28420,9,27822.9,28393,28878.05,1055.15,1,0,0
"E01018199","Weights +/-25%; exponential constant 15-35",23565,7,22719.95,23533,24430,1710.05,0.559,0,0
"E01018200","Weights +/-25%; exponential constant 15-35",25745,8,24934.85,25734.5,26527.1,1592.25,1,0,0
"E01018201","Weights +/-25%; exponential constant 15-35",23872,8,23180.95,23815,24537.25,1356.3,0.665,0,0
"E01018202","Weights +/-25%; exponential constant 15-35",31516,10,31005.9,31507,31926.05,920.149999999998,1,0,0
"E01018203","Weights +/-25%; exponential constant 15-35",27299,9,26778.95,27255.5,27738.1,959.149999999998,0.797,0,0
"E01018204","Weights +/-25%; exponential constant 15-35",27457,9,26451.6,27486.5,28474.25,2022.65,0.752,0,0
"E01018205","Weights +/-25%; exponential constant 15-35",28811,9,28490.85,28787,29067.1,576.25,1,0,0
"E01018206","Weights +/-25%; exponential constant 15-35",26722,8,25712.75,26749.5,27812.2,2099.45,0.625,0,0
"E01018207","Weights +/-25%; exponential constant 15-35",19204,6,18332.9,19223,20099.05,1766.15,0.981,0,0
"E01018208","Weights +/-25%; exponential constant 15-35",17440,6,16721.35,17398,18100.35,1379,0.89,0,0
"E01018209","Weights +/-25%; exponential constant 15-35",24518,8,23899.9,24511.5,25044.2,1144.3,0.997,0,0
"E01018210","Weights +/-25%; exponential constant 15-35",18725,6,18025,18684.5,19399.4,1374.4,1,0,0
"E01018211","Weights +/-25%; exponential constant 15-35",26471,8,25877.85,26440.5,27050.35,1172.5,0.932,0,0
"E01018212","Weights +/-25%; exponential constant 15-35",15901,5,15348.95,15832,16337.05,988.100000000002,1,0,0
"E01018213","Weights +/-25%; exponential constant 15-35",18137,6,17493,18079,18761.3,1268.3,1,0,0
"E01018214","Weights +/-25%; exponential constant 15-35",13935,5,13301.6,13902.5,14502.5,1200.9,0.855,0,0
"E01018215","Weights +/-25%; exponential constant 15-35",23049,7,22396,23008,23617.1,1221.1,0.952,0,0
"E01018216","Weights +/-25%; exponential constant 15-35",29695,9,29303.85,29667,30036.1,732.25,1,0,0
"E01018217","Weights +/-25%; exponential constant 15-35",23669,8,22874.7,23626,24308.4,1433.7,0.497,0,0
"E01018218","Weights +/-25%; exponential constant 15-35",24673,8,23208.8,24863,26396.75,3187.95,0.877,0,0
"E01018219","Weights +/-25%; exponential constant 15-35",21519,7,20424,21633.5,22789.05,2365.05,0.973,0,0
"E01018220","Weights +/-25%; exponential constant 15-35",22217,7,21167.6,22320.5,23467.3,2299.7,0.972,0,0
"E01018221","Weights +/-25%; exponential constant 15-35",28440,9,27596.95,28441,29201,1604.05,0.999,0,0
"E01018222","Weights +/-25%; exponential constant 15-35",31655,10,31303.9,31635,31962.05,658.149999999998,1,0,0
"E01018223","Weights +/-25%; exponential constant 15-35",25638,8,24887.95,25640.5,26348.05,1460.1,1,0,0
"E01018224","Weights +/-25%; exponential constant 15-35",27071,9,26441.75,27051,27605.4,1163.65,0.546,0,0
