"simulation","constant","Income","Employment","Education","Health","Crime","Barriers","Living environment","mean_absolute_rank_change"
128,32.1275705704466,0.230637462063294,0.201339676945294,0.136735550063168,0.123421509387518,0.117039259019402,0.0887150972488531,0.102111445272469,236.453858687603
129,26.0685385018587,0.251626769885335,0.237877721053939,0.143252646105021,0.107720523966572,0.0898918199405796,0.097577713389447,0.0720528056591062,318.697911420531
130,19.7854389855638,0.191565817928329,0.250817905282818,0.14160228862886,0.167863817370757,0.0816078388425453,0.0727736587674597,0.0937686731792317,332.754732632204
131,15.8515725331381,0.217672403944179,0.226780002452579,0.155295333844482,0.151454283442395,0.0720375930622424,0.1060836333475,0.0706767499066227,354.016590134791
132,27.7544294390827,0.235187066745993,0.183582188138457,0.152402959612607,0.151509790282539,0.10452796212727,0.0792566737809953,0.0935333593121383,255.1091097615
133,15.3813028754666,0.217741083108914,0.201828040397079,0.143516496417933,0.166278262661716,0.10005811282136,0.0801669739486306,0.0904110306443677,228.742290031106
134,28.7031334498897,0.256881676011128,0.210647363520704,0.156754069393369,0.104485748282506,0.106213655431541,0.0748872439562524,0.0901302434045003,331.057739594163
135,34.8550529778004,0.179245102268085,0.230273860317519,0.156595008590924,0.152190677205944,0.103563874608457,0.0696468643079222,0.108484612701149,439.818338023997
136,28.2864938629791,0.190303257561386,0.198078937614441,0.143274309931474,0.14025875622872,0.112052074972923,0.0960362518589448,0.119996411832111,325.675899866692
137,17.7887854864821,0.270592418422886,0.218613570161782,0.133500298244915,0.135259124233713,0.0789050236125783,0.0929459857797174,0.0701835795444091,275.679099392692
138,27.0614316128194,0.239635131978898,0.25625625008903,0.0988360528684508,0.118213609769737,0.105441808867029,0.0764722243082671,0.105144922118587,332.86713079544
139,32.3094655014575,0.251282171039908,0.208976871871416,0.149616944633452,0.142962324851561,0.0772770093917393,0.0873330455431718,0.0825516326687512,323.92238186933
140,33.2336147129536,0.207241636731822,0.254487549006606,0.14107858762723,0.133530931809349,0.0997184694812827,0.0868398719409733,0.0771029534027365,372.153992001177
141,26.1887241061777,0.245836992074651,0.224068760933446,0.112248718224238,0.123057598495602,0.102348511059145,0.104226732208439,0.0882126870044786,179.690475485114
